sweep,scenario,scenario_order,scenario_value,method,oracle_action_match_mean,oracle_action_match_std,oracle_reward_gap_mean,oracle_reward_gap_std,oracle_rate_gap_mean,oracle_rate_gap_std,true_outage_mean,true_outage_std,true_beam_success_mean,true_beam_success_std,los_flag_mean,los_flag_std,reflection_ratio_mean,reflection_ratio_std,num_available_paths_mean,num_available_paths_std,planning_latency_ms_mean,planning_latency_ms_std,policy_confidence_mean,policy_confidence_std,policy_margin_mean,policy_margin_std,policy_entropy_mean,policy_entropy_std,planner_value_mean,planner_value_std,planner_terminal_value_mean,planner_terminal_value_std,planner_beam_gain_value_mean,planner_beam_gain_value_std,planner_predictor_mix_mean,planner_predictor_mix_std,planner_rate_signal_mean,planner_rate_signal_std,planner_outage_signal_mean,planner_outage_signal_std,planner_adaptive_difficulty_mean,planner_adaptive_difficulty_std,planner_adaptive_difficulty_ema_mean,planner_adaptive_difficulty_ema_std,planner_adaptive_los_threshold_mean,planner_adaptive_los_threshold_std,planner_adaptive_risk_threshold_mean,planner_adaptive_risk_threshold_std,planner_adaptive_path_threshold_mean,planner_adaptive_path_threshold_std,planner_adaptive_reflection_threshold_mean,planner_adaptive_reflection_threshold_std,planner_adaptive_global_pool_threshold_mean,planner_adaptive_global_pool_threshold_std,planner_adaptive_cooldown_mean,planner_adaptive_cooldown_std,planner_adaptive_local_candidates_mean,planner_adaptive_local_candidates_std,planner_adaptive_global_topk_mean,planner_adaptive_global_topk_std,planner_score_gap_mean,planner_score_gap_std,planner_score_std_mean,planner_score_std_std,planner_candidates_mean,planner_candidates_std,planner_reactive_rate_regret_mean,planner_reactive_rate_regret_std,planner_reactive_safety_gain_mean,planner_reactive_safety_gain_std,planner_reactive_veto_triggered_mean,planner_reactive_veto_triggered_std,planner_rate_veto_triggered_mean,planner_rate_veto_triggered_std,planner_tri_regime_mode_mean,planner_tri_regime_mode_std,planner_clear_suppress_triggered_mean,planner_clear_suppress_triggered_std,planner_extreme_veto_triggered_mean,planner_extreme_veto_triggered_std,planner_fallback_kept_after_veto_mean,planner_fallback_kept_after_veto_std,planner_los_recovery_gate_mean,planner_los_recovery_gate_std,planner_los_recovery_bias_max_mean,planner_los_recovery_bias_max_std,planner_los_recovery_bias_chosen_mean,planner_los_recovery_bias_chosen_std,planner_los_guard_used_mean,planner_los_guard_used_std,planner_predictive_fallback_used_mean,planner_predictive_fallback_used_std,shortlist_size_mean,shortlist_size_std,shortlist_local_size_mean,shortlist_local_size_std,shortlist_global_fallback_count_mean,shortlist_global_fallback_count_std,shortlist_los_reserved_mean,shortlist_los_reserved_std,shortlist_reflection_reserved_mean,shortlist_reflection_reserved_std,shortlist_prev_beam_kept_mean,shortlist_prev_beam_kept_std,shortlist_max_los_prob_mean,shortlist_max_los_prob_std,shortlist_max_reflection_prob_mean,shortlist_max_reflection_prob_std,shortlist_max_beam_gain_mean,shortlist_max_beam_gain_std,shortlist_beam_gain_weight_mean,shortlist_beam_gain_weight_std,shortlist_blockage_hint_mean,shortlist_blockage_hint_std,shortlist_reflection_hint_mean,shortlist_reflection_hint_std,shortlist_used_global_pool_mean,shortlist_used_global_pool_std,shortlist_base_pool_size_mean,shortlist_base_pool_size_std,dominant_reflection_fraction,dominant_los_fraction
blocker_density,Nb=0,0,0.0,BeliefAwareRollout,0.678,0.46724297747531746,1.2657385325006092,2.2683338270485263,1.1047135325006092,1.8991552526761653,0.07875,0.269348171517833,0.76425,0.4244666506334744,1.0,0.0,0.11557704171538455,0.0318605859720386,5.0,0.0,0.5708626176992766,0.6084036710553377,0.9585,0.19944360105052258,0.015865347066521648,0.10907236144414666,,,6.913961929011058,0.8057012415616892,0.0,0.0,6.92420160181551,0.8017752228879891,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015865347066521648,0.10907236144414666,0.04645524794021688,0.22565396317304393,8.0,0.0,,,,,,,,,,,,,,,,,0.9243040119926194,0.1990203381405106,1.8185769686141056,0.3919561684579201,1.7967767638763414,0.43803142837668807,0.9585,0.19944360105052258,,,7.917,0.3988872021010451,7.917,0.3988872021010451,0.083,0.39888720210104517,1.9915,0.09180277773575263,0.0,0.0,1.0,0.0,0.9969123189598322,0.0046220065829132954,0.8514284319877624,0.09330001679528291,3.740486321210861,0.5779967450972654,1.0,0.0,0.019601875132557324,0.028665238927753012,0.11586673730509937,0.0498074366084055,0.0415,0.19944360105052258,16.0,0.0,0.13075,0.86925
blocker_density,Nb=0,0,0.0,OneStepPredictive,0.40475,0.4908435977987286,2.026960995604426,2.0309070533527924,2.0874234956044266,2.0466147458885877,0.011,0.10430244484191156,0.91325,0.2814683596783127,1.0,0.0,0.11557704171538455,0.0318605859720386,5.0,0.0,0.25737603198831494,0.019606037611839412,0.76324760613963,0.14339741789159796,0.6189469721131027,0.23838339677136627,0.7805854876516387,0.37794941818691363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54225,0.45775
blocker_density,Nb=0,0,0.0,Oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.912,0.28329489935401236,1.0,0.0,0.11557704171538455,0.0318605859720386,5.0,0.0,0.705493416247009,0.011904569497320465,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.995
blocker_density,Nb=0,0,0.0,ProposedV2,0.7175,0.4502152263084846,1.0588065420174457,2.097207273937643,0.9353940420174458,1.7778245557704022,0.06,0.23748684174075838,0.7875,0.4090767042988392,1.0,0.0,0.11557704171538455,0.0318605859720386,5.0,0.0,0.1495372613053405,0.284945119547071,0.976592075124383,0.07450269020985469,0.163509256541729,0.3402919351632504,0.08246700307819993,0.2134379603482983,5.720100040647457,0.8210297189837817,6.750049870346389,0.5599589727974709,0.1635758323057953,0.07642787987112142,0.6104808877928483,0.11368132310492475,0.08575660632016038,0.026543920246687683,0.5109441401632147,0.04038722694738403,0.5,0.0,0.5,0.0,0.5999999999999998,2.220446049250313e-16,0.25,0.0,0.20000000000000004,2.7755575615628914e-17,0.20000000000000004,2.7755575615628914e-17,0.9000000000000002,2.220446049250313e-16,2.0,0.0,12.0,0.0,6.0,0.0,0.0624717322439323,0.1405926758917291,,,12.1735,0.6315835257509492,0.002760566247376796,0.012839362091492194,0.006629006121808298,0.019928137271392976,0.007398273736128237,0.08569445304016797,0.0,0.0,0.9519112207151664,0.7985224777562538,0.05055487053020962,0.21908691333779698,0.007398273736128237,0.08569445304016797,0.19112207151664612,0.39318497592841983,,,,,,,0.79725,0.4020478049933864,0.20275,0.4020478049933864,12.8557336621455,1.1762764079941959,12.59186189889026,0.9129201993726148,3.5511713933415536,3.6648472391470843,,,,,,,,,,,,,,,,,,,0.1,0.3,,,0.1185,0.8815
blocker_density,Nb=0,0,0.0,Reactive,0.7135,0.4521258121364008,1.1032937676413104,2.165017022121459,0.9548562676413105,1.7996235669447684,0.0715,0.25765820382825,0.76725,0.42258423716461546,1.0,0.0,0.11557704171538455,0.0318605859720386,5.0,0.0,0.002659701982338447,0.000291117436066443,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.101,0.899
blocker_density,Nb=1,1,1.0,BeliefAwareRollout,0.635,0.4814301610825811,1.434131094115276,2.3427992843524654,1.231781094115276,1.9477509578274625,0.103,0.3039588787977742,0.74325,0.4368402883205715,0.959,0.198290191386261,0.1290632392187673,0.07224632125456709,4.74275,0.5296908886322287,0.7636872377715918,0.9035421645190588,0.9005,0.29933217334593354,0.04759161331951618,0.19392316677902804,,,6.433532130628375,1.0000155606345493,0.0,0.0,6.450710348298202,0.9894177179688921,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04759161331951618,0.19392316677902804,0.11164540589630037,0.3388872157273222,8.0,0.0,,,,,,,,,,,,,,,,,0.766055561813487,0.34306880389491573,1.507102206703897,0.6751924143421474,1.4857293684224162,0.6949362140211026,0.9005,0.29933217334593354,,,7.801,0.5986643466918671,7.801,0.5986643466918671,0.199,0.5986643466918671,1.983,0.12927103310486848,0.0,0.0,1.0,0.0,0.9956217141747474,0.00685009325575836,0.8583829632475972,0.09408737036653492,3.6634931371212005,0.603144094355151,1.0,0.0,0.09731991172329389,0.15481829544788345,0.13017550503929307,0.08222831565012936,0.0995,0.29933217334593354,16.0,0.0,0.18525,0.81475
blocker_density,Nb=1,1,1.0,OneStepPredictive,0.4155,0.49280802550283215,1.9931842825459574,2.084547500859288,2.012221782545957,2.05421156511115,0.03125,0.17399263633843817,0.88925,0.3138223024260704,0.959,0.198290191386261,0.1290632392187673,0.07224632125456709,4.74275,0.5296908886322287,0.2714305145009348,0.02328683065322689,0.7505480073466897,0.15859327932640074,0.6024201660230756,0.256745880883174,0.8087932103099301,0.4151197812236731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5425,0.4575
blocker_density,Nb=1,1,1.0,Oracle,1.0,0.0,0.0,0.0,0.0,0.0,0.00025,0.01580941175376237,0.91625,0.27701252228013085,0.959,0.198290191386261,0.1290632392187673,0.07224632125456709,4.74275,0.5296908886322287,1.4964156862306481,0.04472241206054128,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0455,0.9545
blocker_density,Nb=1,1,1.0,ProposedV2,0.66725,0.4711978751013209,1.2269691419824948,2.1500719437645,1.0866066419824951,1.844846132442764,0.07525,0.263794309074324,0.78,0.41424630354415964,0.959,0.198290191386261,0.1290632392187673,0.07224632125456709,4.74275,0.5296908886322287,0.3065576397530094,0.3756994404235068,0.9262194778248668,0.14949676534744524,0.2736355255022645,0.38976908879793687,0.23653260556049646,0.41649452085181443,5.653256530042195,0.8427241207777671,6.778368486162951,0.5298149396046582,0.17228900255754476,0.06311300591704457,0.6018542199488491,0.09306043591576077,0.0831758017387346,0.026232706780933798,0.5079333494462626,0.04206083282922263,0.5,0.0,0.5,0.0,0.5999999999999998,2.220446049250313e-16,0.25,0.0,0.20000000000000004,2.7755575615628914e-17,0.20000000000000004,2.7755575615628914e-17,0.9000000000000002,2.220446049250313e-16,2.0,0.0,12.0,0.0,6.0,0.0,0.10701447769159915,0.16316060808094635,,,12.571,1.0892469876019857,0.002249002923517276,0.009927578472469592,0.00991453287546592,0.02578422806110848,0.0025575447570332483,0.050507462041257035,0.0,0.0,1.360613810741688,0.7910196933109079,0.030051150895140665,0.17072808563624836,0.01918158567774936,0.13716286833045058,0.2570332480818414,0.4369978918282559,,,,,,,0.609,0.48797438457361664,0.391,0.48797438457361664,13.460358056265985,1.3174372062879594,13.124040920716112,0.9922771034282204,5.1445012787723785,3.6597051289786355,,,,,,,,,,,,,,,,,,,0.262,0.439722639853806,,,0.19225,0.80775
blocker_density,Nb=1,1,1.0,Reactive,0.67575,0.4680939408922102,1.2672096883515513,2.2581879402813354,1.0645971883515515,1.8466519098783447,0.1,0.3,0.74375,0.436561493377508,0.959,0.198290191386261,0.1290632392187673,0.07224632125456709,4.74275,0.5296908886322287,0.002713513253183919,0.0003706441018602149,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14875,0.85125
